Country,Pillar,Sub-pillar,Source,Link,Availability
Northern Mariana Islands,People,Digital literacy skills,A source used for this project 2008,https://www.undp.org/,1
Northern Mariana Islands,People,Digital wellbeing,A source used for this project 5626,https://www.undp.org/,
Northern Mariana Islands,People,Usage and ownership,A source used for this project 4513,https://www.undp.org/,
Norway,People,Culture,A source used for this project 8312,https://www.undp.org/,1
Norway,People,Digital literacy skills,A source used for this project 5969,https://www.undp.org/,
Norway,People,Digital wellbeing,A source used for this project 2311,https://www.undp.org/,1
Norway,People,Usage and ownership,A source used for this project 2127,https://www.undp.org/,
Oman,People,Culture,A source used for this project 5252,https://www.undp.org/,
Oman,People,Digital literacy skills,A source used for this project 8036,https://www.undp.org/,1
Oman,People,Digital wellbeing,A source used for this project 2091,https://www.undp.org/,1
Oman,People,Usage and ownership,A source used for this project 4060,https://www.undp.org/,1
Pakistan,People,Culture,A source used for this project 6695,https://www.undp.org/,1
Pakistan,People,Digital literacy skills,A source used for this project 9865,https://www.undp.org/,
Pakistan,People,Digital wellbeing,A source used for this project 1113,https://www.undp.org/,1
Pakistan,People,Usage and ownership,A source used for this project 6267,https://www.undp.org/,1
Palau,People,Culture,A source used for this project 8556,https://www.undp.org/,
Palau,People,Digital literacy skills,A source used for this project 4904,https://www.undp.org/,
Palau,People,Digital wellbeing,A source used for this project 3347,https://www.undp.org/,1
Palau,People,Usage and ownership,A source used for this project 3279,https://www.undp.org/,1
Panama,People,Culture,A source used for this project 8408,https://www.undp.org/,
Panama,People,Digital literacy skills,A source used for this project 9799,https://www.undp.org/,1
Panama,People,Digital wellbeing,A source used for this project 7711,https://www.undp.org/,1
Panama,People,Usage and ownership,A source used for this project 5501,https://www.undp.org/,
Papua New Guinea,People,Culture,A source used for this project 8103,https://www.undp.org/,1
Papua New Guinea,People,Digital literacy skills,A source used for this project 1635,https://www.undp.org/,1
Papua New Guinea,People,Digital wellbeing,A source used for this project 7829,https://www.undp.org/,1
Papua New Guinea,People,Usage and ownership,A source used for this project 1946,https://www.undp.org/,
Paraguay,People,Culture,A source used for this project 9789,https://www.undp.org/,1
Paraguay,People,Digital literacy skills,A source used for this project 3227,https://www.undp.org/,
Paraguay,People,Digital wellbeing,A source used for this project 1255,https://www.undp.org/,
Paraguay,People,Usage and ownership,A source used for this project 7029,https://www.undp.org/,
Peru,People,Culture,A source used for this project 8902,https://www.undp.org/,
Peru,People,Digital literacy skills,A source used for this project 4974,https://www.undp.org/,1
Peru,People,Digital wellbeing,A source used for this project 1430,https://www.undp.org/,1
Peru,People,Usage and ownership,A source used for this project 1470,https://www.undp.org/,1
Philippines,People,Culture,A source used for this project 9171,https://www.undp.org/,
Philippines,People,Digital literacy skills,A source used for this project 4182,https://www.undp.org/,
Philippines,People,Digital wellbeing,A source used for this project 3217,https://www.undp.org/,
Philippines,People,Usage and ownership,A source used for this project 8123,https://www.undp.org/,1
Pitcairn,People,Culture,A source used for this project 2598,https://www.undp.org/,1
Pitcairn,People,Digital literacy skills,A source used for this project 9178,https://www.undp.org/,1
Pitcairn,People,Digital wellbeing,A source used for this project 2569,https://www.undp.org/,
Pitcairn,People,Usage and ownership,A source used for this project 6540,https://www.undp.org/,
Poland,People,Culture,A source used for this project 2981,https://www.undp.org/,1
Poland,People,Digital literacy skills,A source used for this project 2447,https://www.undp.org/,
Poland,People,Digital wellbeing,A source used for this project 3582,https://www.undp.org/,1
Poland,People,Usage and ownership,A source used for this project 9801,https://www.undp.org/,1
Portugal,People,Culture,A source used for this project 9145,https://www.undp.org/,
Portugal,People,Digital literacy skills,A source used for this project 9494,https://www.undp.org/,
Portugal,People,Digital wellbeing,A source used for this project 1044,https://www.undp.org/,1
Portugal,People,Usage and ownership,A source used for this project 2887,https://www.undp.org/,1
Puerto Rico,People,Culture,A source used for this project 9573,https://www.undp.org/,1
Puerto Rico,People,Digital literacy skills,A source used for this project 3340,https://www.undp.org/,
Puerto Rico,People,Digital wellbeing,A source used for this project 6546,https://www.undp.org/,
Puerto Rico,People,Usage and ownership,A source used for this project 1906,https://www.undp.org/,
Qatar,People,Culture,A source used for this project 4924,https://www.undp.org/,
Qatar,People,Digital literacy skills,A source used for this project 9702,https://www.undp.org/,
Qatar,People,Digital wellbeing,A source used for this project 4333,https://www.undp.org/,1
Qatar,People,Usage and ownership,A source used for this project 4928,https://www.undp.org/,
Republic of Korea,People,Culture,A source used for this project 1630,https://www.undp.org/,
Republic of Korea,People,Digital literacy skills,A source used for this project 8955,https://www.undp.org/,
Republic of Korea,People,Digital wellbeing,A source used for this project 3310,https://www.undp.org/,1
Republic of Korea,People,Usage and ownership,A source used for this project 9326,https://www.undp.org/,1
Republic of Moldova,People,Culture,A source used for this project 3494,https://www.undp.org/,1
Republic of Moldova,People,Digital literacy skills,A source used for this project 5064,https://www.undp.org/,
Republic of Moldova,People,Digital wellbeing,A source used for this project 4452,https://www.undp.org/,1
Republic of Moldova,People,Usage and ownership,A source used for this project 5784,https://www.undp.org/,1
Réunion,People,Culture,A source used for this project 6164,https://www.undp.org/,
Réunion,People,Digital literacy skills,A source used for this project 7016,https://www.undp.org/,
Réunion,People,Digital wellbeing,A source used for this project 7934,https://www.undp.org/,1
Réunion,People,Usage and ownership,A source used for this project 6983,https://www.undp.org/,
Romania,People,Culture,A source used for this project 9601,https://www.undp.org/,1
Romania,People,Digital literacy skills,A source used for this project 4490,https://www.undp.org/,
Romania,People,Digital wellbeing,A source used for this project 5487,https://www.undp.org/,
Romania,People,Usage and ownership,A source used for this project 1040,https://www.undp.org/,
Russian Federation,People,Culture,A source used for this project 1042,https://www.undp.org/,
Russian Federation,People,Digital literacy skills,A source used for this project 6300,https://www.undp.org/,1
Russian Federation,People,Digital wellbeing,A source used for this project 5363,https://www.undp.org/,
Russian Federation,People,Usage and ownership,A source used for this project 5901,https://www.undp.org/,1
Rwanda,People,Culture,A source used for this project 7597,https://www.undp.org/,1
Rwanda,People,Digital literacy skills,A source used for this project 3951,https://www.undp.org/,1
Rwanda,People,Digital wellbeing,A source used for this project 7596,https://www.undp.org/,
Rwanda,People,Usage and ownership,A source used for this project 4429,https://www.undp.org/,1
Saint Barthélemy,People,Culture,A source used for this project 7379,https://www.undp.org/,1
Saint Barthélemy,People,Digital literacy skills,A source used for this project 4049,https://www.undp.org/,
Saint Barthélemy,People,Digital wellbeing,A source used for this project 2573,https://www.undp.org/,
Saint Barthélemy,People,Usage and ownership,A source used for this project 4738,https://www.undp.org/,
Saint Helena,People,Culture,A source used for this project 3874,https://www.undp.org/,
Saint Helena,People,Digital literacy skills,A source used for this project 2659,https://www.undp.org/,1
Saint Helena,People,Digital wellbeing,A source used for this project 9608,https://www.undp.org/,1
Saint Helena,People,Usage and ownership,A source used for this project 9776,https://www.undp.org/,
Saint Kitts and Nevis,People,Culture,A source used for this project 4144,https://www.undp.org/,
Saint Kitts and Nevis,People,Digital literacy skills,A source used for this project 5821,https://www.undp.org/,
Saint Kitts and Nevis,People,Digital wellbeing,A source used for this project 2109,https://www.undp.org/,1
Saint Kitts and Nevis,People,Usage and ownership,A source used for this project 1845,https://www.undp.org/,
