Code,Country,Region,Sub-region,Income,Pillar,Sub-pillar,2020
albania,Albania,Europe,Southern Europe,Upper middle income,Business,Startup environment,1.8
andorra,Andorra,Europe,Southern Europe,High income,Business,Startup environment,1.5
bosnia-and-herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,Upper middle income,Business,Startup environment,2.9
croatia,Croatia,Europe,Southern Europe,High income,Business,Startup environment,4
gibraltar,Gibraltar,Europe,Southern Europe,High income,Business,Startup environment,2
greece,Greece,Europe,Southern Europe,High income,Business,Startup environment,2.8
holy-see,Holy See,Europe,Southern Europe,,Business,Startup environment,2.9
italy,Italy,Europe,Southern Europe,High income,Business,Startup environment,6
malta,Malta,Europe,Southern Europe,High income,Business,Startup environment,1.2
montenegro,Montenegro,Europe,Southern Europe,Upper middle income,Business,Startup environment,2.8
north-macedonia,North Macedonia,Europe,Southern Europe,Upper middle income,Business,Startup environment,5.9
portugal,Portugal,Europe,Southern Europe,High income,Business,Startup environment,4.5
san-marino,San Marino,Europe,Southern Europe,High income,Business,Startup environment,1
serbia,Serbia,Europe,Southern Europe,Upper middle income,Business,Startup environment,1.2
slovenia,Slovenia,Europe,Southern Europe,High income,Business,Startup environment,4.8
spain,Spain,Europe,Southern Europe,High income,Business,Startup environment,2.1
austria,Austria,Europe,Western Europe,High income,Business,Startup environment,3.8
belgium,Belgium,Europe,Western Europe,High income,Business,Startup environment,5.8
france,France,Europe,Western Europe,High income,Business,Startup environment,1.2
germany,Germany,Europe,Western Europe,High income,Business,Startup environment,3.6
liechtenstein,Liechtenstein,Europe,Western Europe,High income,Business,Startup environment,5.6
luxembourg,Luxembourg,Europe,Western Europe,High income,Business,Startup environment,2.1
monaco,Monaco,Europe,Western Europe,High income,Business,Startup environment,5.9
netherlands,Netherlands,Europe,Western Europe,High income,Business,Startup environment,4.2
switzerland,Switzerland,Europe,Western Europe,High income,Business,Startup environment,4.2
australia,Australia,Oceania,Australia and New Zealand,High income,Business,Startup environment,5.7
christmas-island,Christmas Island,Oceania,Australia and New Zealand,,Business,Startup environment,4.7
cocos-(keeling)-islands,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,Business,Startup environment,2.9
heard-island-and-mcdonald-islands,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,Business,Startup environment,2.6
new-zealand,New Zealand,Oceania,Australia and New Zealand,High income,Business,Startup environment,1.6
norfolk-island,Norfolk Island,Oceania,Australia and New Zealand,,Business,Startup environment,1.2
fiji,Fiji,Oceania,Melanesia,Upper middle income,Business,Startup environment,5.1
new-caledonia,New Caledonia,Oceania,Melanesia,High income,Business,Startup environment,2.3
papua-new-guinea,Papua New Guinea,Oceania,Melanesia,Lower middle income,Business,Startup environment,4.6
solomon-islands,Solomon Islands,Oceania,Melanesia,Lower middle income,Business,Startup environment,4
vanuatu,Vanuatu,Oceania,Melanesia,Lower middle income,Business,Startup environment,3
guam,Guam,Oceania,Micronesia,High income,Business,Startup environment,1.7
kiribati,Kiribati,Oceania,Micronesia,Lower middle income,Business,Startup environment,3.8
marshall-islands,Marshall Islands,Oceania,Micronesia,Upper middle income,Business,Startup environment,2.6
micronesia-(federated-states-of),Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,Business,Startup environment,2.2
nauru,Nauru,Oceania,Micronesia,High income,Business,Startup environment,2.5
northern-mariana-islands,Northern Mariana Islands,Oceania,Micronesia,High income,Business,Startup environment,4.5
palau,Palau,Oceania,Micronesia,High income,Business,Startup environment,1.7
united-states-minor-outlying-islands,United States Minor Outlying Islands,Oceania,Micronesia,,Business,Startup environment,2.3
american-samoa,American Samoa,Oceania,Polynesia,Upper middle income,Business,Startup environment,2.3
cook-islands,Cook Islands,Oceania,Polynesia,,Business,Startup environment,1.6
french-polynesia,French Polynesia,Oceania,Polynesia,High income,Business,Startup environment,3.3
niue,Niue,Oceania,Polynesia,,Business,Startup environment,5
pitcairn,Pitcairn,Oceania,Polynesia,,Business,Startup environment,2.1
samoa,Samoa,Oceania,Polynesia,Upper middle income,Business,Startup environment,4.1
tokelau,Tokelau,Oceania,Polynesia,,Business,Startup environment,4.3
tonga,Tonga,Oceania,Polynesia,Upper middle income,Business,Startup environment,4.2
tuvalu,Tuvalu,Oceania,Polynesia,Upper middle income,Business,Startup environment,4.2
wallis-and-futuna-islands,Wallis and Futuna Islands,Oceania,Polynesia,,Business,Startup environment,5.5
algeria,Algeria,Africa,Northern Africa,Lower middle income,Government,Total,5.2
egypt,Egypt,Africa,Northern Africa,Lower middle income,Government,Total,3.1
libya,Libya,Africa,Northern Africa,Upper middle income,Government,Total,4.8
morocco,Morocco,Africa,Northern Africa,Lower middle income,Government,Total,5.3
sudan,Sudan,Africa,Northern Africa,Low income,Government,Total,5.8
tunisia,Tunisia,Africa,Northern Africa,Lower middle income,Government,Total,3.1
western-sahara,Western Sahara,Africa,Northern Africa,,Government,Total,1.9
british-indian-ocean-territory,British Indian Ocean Territory,Africa,Sub-Saharan Africa,,Government,Total,4.6
burundi,Burundi,Africa,Sub-Saharan Africa,Low income,Government,Total,6
comoros,Comoros,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,4.1
djibouti,Djibouti,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,2.1
eritrea,Eritrea,Africa,Sub-Saharan Africa,Low income,Government,Total,5.9
ethiopia,Ethiopia,Africa,Sub-Saharan Africa,Low income,Government,Total,5.9
french-southern-territories,French Southern Territories,Africa,Sub-Saharan Africa,,Government,Total,3
kenya,Kenya,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,2.8
madagascar,Madagascar,Africa,Sub-Saharan Africa,Low income,Government,Total,5.1
malawi,Malawi,Africa,Sub-Saharan Africa,Low income,Government,Total,4.6
mauritius,Mauritius,Africa,Sub-Saharan Africa,High income,Government,Total,5.5
mayotte,Mayotte,Africa,Sub-Saharan Africa,,Government,Total,1.5
mozambique,Mozambique,Africa,Sub-Saharan Africa,Low income,Government,Total,3.1
réunion,Réunion,Africa,Sub-Saharan Africa,,Government,Total,5.1
rwanda,Rwanda,Africa,Sub-Saharan Africa,Low income,Government,Total,4.4
seychelles,Seychelles,Africa,Sub-Saharan Africa,High income,Government,Total,1.3
somalia,Somalia,Africa,Sub-Saharan Africa,Low income,Government,Total,3.9
south-sudan,South Sudan,Africa,Sub-Saharan Africa,Low income,Government,Total,2.2
uganda,Uganda,Africa,Sub-Saharan Africa,Low income,Government,Total,5.5
united-republic-of-tanzania,United Republic of Tanzania,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,6
zambia,Zambia,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,3.3
zimbabwe,Zimbabwe,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,5.1
angola,Angola,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,4.1
cameroon,Cameroon,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,5.2
central-african-republic,Central African Republic,Africa,Sub-Saharan Africa,Low income,Government,Total,4.9
chad,Chad,Africa,Sub-Saharan Africa,Low income,Government,Total,1.3
congo,Congo,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,2.7
democratic-republic-of-the-congo,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Low income,Government,Total,4.6
equatorial-guinea,Equatorial Guinea,Africa,Sub-Saharan Africa,Upper middle income,Government,Total,5.6
gabon,Gabon,Africa,Sub-Saharan Africa,Upper middle income,Government,Total,1.6
sao-tome-and-principe,Sao Tome and Principe,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,1.3
botswana,Botswana,Africa,Sub-Saharan Africa,Upper middle income,Government,Total,1.3
eswatini,Eswatini,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,5.7
lesotho,Lesotho,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,1.5
namibia,Namibia,Africa,Sub-Saharan Africa,Upper middle income,Government,Total,5
south-africa,South Africa,Africa,Sub-Saharan Africa,Upper middle income,Government,Total,1.8
benin,Benin,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,3.6
burkina-faso,Burkina Faso,Africa,Sub-Saharan Africa,Low income,Government,Total,2.3
cabo-verde,Cabo Verde,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,4.4
côte-d’ivoire,Côte d’Ivoire,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,1.3
gambia,Gambia,Africa,Sub-Saharan Africa,Low income,Government,Total,4.8
ghana,Ghana,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,4.1
guinea,Guinea,Africa,Sub-Saharan Africa,Low income,Government,Total,4
guinea-bissau,Guinea-Bissau,Africa,Sub-Saharan Africa,Low income,Government,Total,4.6
liberia,Liberia,Africa,Sub-Saharan Africa,Low income,Government,Total,5.4
mali,Mali,Africa,Sub-Saharan Africa,Low income,Government,Total,4
mauritania,Mauritania,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,1.8
niger,Niger,Africa,Sub-Saharan Africa,Low income,Government,Total,3.9
nigeria,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,1.1
saint-helena,Saint Helena,Africa,Sub-Saharan Africa,,Government,Total,1.3
senegal,Senegal,Africa,Sub-Saharan Africa,Lower middle income,Government,Total,2.8
sierra-leone,Sierra Leone,Africa,Sub-Saharan Africa,Low income,Government,Total,4.3
togo,Togo,Africa,Sub-Saharan Africa,Low income,Government,Total,1.5
anguilla,Anguilla,Americas,Latin America and the Caribbean,,Government,Total,1.5
antigua-and-barbuda,Antigua and Barbuda,Americas,Latin America and the Caribbean,High income,Government,Total,3.4
aruba,Aruba,Americas,Latin America and the Caribbean,High income,Government,Total,3.7
bahamas,Bahamas,Americas,Latin America and the Caribbean,High income,Government,Total,3
barbados,Barbados,Americas,Latin America and the Caribbean,High income,Government,Total,4.9
british-virgin-islands,British Virgin Islands,Americas,Latin America and the Caribbean,High income,Government,Total,4.1
cayman-islands,Cayman Islands,Americas,Latin America and the Caribbean,High income,Government,Total,3.3
cuba,Cuba,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,3.4
curaçao,Curaçao,Americas,Latin America and the Caribbean,High income,Government,Total,2.9
dominica,Dominica,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,4.6
dominican-republic,Dominican Republic,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,3.1
grenada,Grenada,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,1.8
guadeloupe,Guadeloupe,Americas,Latin America and the Caribbean,,Government,Total,5.9
haiti,Haiti,Americas,Latin America and the Caribbean,Low income,Government,Total,2.6
jamaica,Jamaica,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,4.1
martinique,Martinique,Americas,Latin America and the Caribbean,,Government,Total,5.5
montserrat,Montserrat,Americas,Latin America and the Caribbean,,Government,Total,5.6
puerto-rico,Puerto Rico,Americas,Latin America and the Caribbean,High income,Government,Total,3
saint-barthélemy,Saint Barthélemy,Americas,Latin America and the Caribbean,,Government,Total,4.5
saint-kitts-and-nevis,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,High income,Government,Total,3.8
saint-lucia,Saint Lucia,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,1.6
saint-martin-(french-part),Saint Martin (French Part),Americas,Latin America and the Caribbean,,Government,Total,3.9
saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,2.8
sint-maarten-(dutch-part),Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,High income,Government,Total,2.8
trinidad-and-tobago,Trinidad and Tobago,Americas,Latin America and the Caribbean,High income,Government,Total,4.5
turks-and-caicos-islands,Turks and Caicos Islands,Americas,Latin America and the Caribbean,High income,Government,Total,2.3
united-states-virgin-islands,United States Virgin Islands,Americas,Latin America and the Caribbean,High income,Government,Total,4.5
belize,Belize,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,5.7
costa-rica,Costa Rica,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,4.6
el-salvador,El Salvador,Americas,Latin America and the Caribbean,Lower middle income,Government,Total,1.3
guatemala,Guatemala,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,4.6
honduras,Honduras,Americas,Latin America and the Caribbean,Lower middle income,Government,Total,4.9
mexico,Mexico,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,2.5
nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Lower middle income,Government,Total,5.9
panama,Panama,Americas,Latin America and the Caribbean,High income,Government,Total,5.7
argentina,Argentina,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,3.1
bolivia-(plurinational-state-of),Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Lower middle income,Government,Total,1.9
bouvet-island,Bouvet Island,Americas,Latin America and the Caribbean,,Government,Total,3
brazil,Brazil,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,5.6
chile,Chile,Americas,Latin America and the Caribbean,High income,Government,Total,2.5
colombia,Colombia,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,5.4
ecuador,Ecuador,Americas,Latin America and the Caribbean,Upper middle income,Government,Total,3.7
