Country or Area,Category,Demographic,% of population
United States of America (the),Location,Rural,0.173359985351562
Uzbekistan,Location,Rural,0.495839996337891
Saint Vincent and the Grenadines,Location,Rural,0.469679985046387
Venezuela (Bolivarian Republic of),Location,Rural,0.117210006713867
British Virgin Islands,Location,Rural,0.514850006103516
United States Virgin Islands,Location,Rural,4.06099700927735e-02
Viet Nam,Location,Rural,0.626599998474121
Vanuatu,Location,Rural,0.744750003814697
Samoa,Location,Rural,0.821110000610352
Yemen,Location,Rural,0.620919990539551
South Africa,Location,Rural,0.326460037231445
Zambia,Location,Rural,0.553709983825684
Zimbabwe,Location,Rural,0.67757999420166
Azerbaijan,Ethnicity,Russian,0.013
Belarus,Ethnicity,Russian,0.083
Estonia,Ethnicity,Russian,0.248
Finland,Ethnicity,Russian,
Kazakhstan,Ethnicity,Russian,0.193
Kyrgyzstan,Ethnicity,Russian,0.051
Lithuania,Ethnicity,Russian,0.05
Latvia,Ethnicity,Russian,0.245
Monaco,Ethnicity,Russian,0.018
Republic of Moldova (the),Ethnicity,Russian,0.041
Russian Federation (the),Ethnicity,Russian,0.777
Turkmenistan,Ethnicity,Russian,0.04
Ukraine,Ethnicity,Russian,0.173
Uzbekistan,Ethnicity,Russian,0.023
Curaçao,Ethnicity,Saban,0.015
Eritrea,Ethnicity,Saho,0.04
Sint Maarten (Dutch part),Ethnicity,Saint kitts and nevis,0.028
Sint Maarten (Dutch part),Ethnicity,Saint lucia,0.013
Sint Maarten (Dutch part),Ethnicity,Saint maarten,0.299
Sint Maarten (Dutch part),Ethnicity,Saint martin,0.059
Comoros (the),Ethnicity,Sakalava,
Finland,Ethnicity,Sami,
San Marino,Ethnicity,Sammarinese,
New Zealand,Ethnicity,Samoan,0.039
Tokelau,Ethnicity,Samoan,0.058
Samoa,Ethnicity,Samoan,0.96
Samoa,Ethnicity,Samoan/new zealander,0.02
Namibia,Ethnicity,San,0.03
Congo (the),Ethnicity,Sangha,0.056
Liberia,Ethnicity,Sapo,0.013
Central African Republic (the),Ethnicity,Sara,0.079
Chad,Ethnicity,Sara (ngambaye/sara/madjingaye/mbaye),0.305
Pakistan,Ethnicity,Saraiki,0.084
Mali,Ethnicity,Sarakole/soninke/marka,0.098
Nepal,Ethnicity,Sarki,0.014
Indonesia,Ethnicity,Sasak,0.013
Australia,Ethnicity,Scottish,0.093
Canada,Ethnicity,Scottish,0.139
Norfolk Island,Ethnicity,Scottish,0.06
Malawi,Ethnicity,Sena,0.038
Gabon,Ethnicity,Senegalese,0.011
Burkina Faso,Ethnicity,Senufo,0.045
Mali,Ethnicity,Senufo/manianka,0.096
Gambia (the),Ethnicity,Serahuleh,0.072
Bosnia and Herzegovina,Ethnicity,Serb,0.308
Croatia,Ethnicity,Serb,0.044
North Macedonia,Ethnicity,Serb,0.013
Serbia,Ethnicity,Serb,0.833
Slovenia,Ethnicity,Serb,0.02
Austria,Ethnicity,Serbian,0.016
Montenegro,Ethnicity,Serbian,0.287
Kosovo (UNSCR 1244),Ethnicity,Serbs,0.015
Gambia (the),Ethnicity,Serer,0.035
Senegal,Ethnicity,Serer,0.16
Sao Tome and Principe,Ethnicity,"Servicais (contract laborers from angola, mozambique, and cabo verde)",
Myanmar,Ethnicity,Shan,0.09
Sierra Leone,Ethnicity,Sherbro,0.019
South Sudan,Ethnicity,Shilluk (chollo),
Ethiopia,Ethnicity,Sidama,0.041
Poland,Ethnicity,Silesian,0.011
Ethiopia,Ethnicity,Silte,0.013
Pakistan,Ethnicity,Sindhi,0.141
Sri Lanka,Ethnicity,Sinhalese,0.749
Mauritius,Ethnicity,Sino-mauritian,
Curaçao,Ethnicity,Sint eustatian,
France,Ethnicity,Slavic,
Slovakia,Ethnicity,Slovak,0.838
Slovenia,Ethnicity,Slovene,0.831
Timor-Leste,Ethnicity,Small chinese minority,
Djibouti,Ethnicity,Somali,0.6
Ethiopia,Ethnicity,Somali,0.072
Kenya,Ethnicity,Somali,0.058
Somalia,Ethnicity,Somali,0.85
Senegal,Ethnicity,Soninke,0.024
Mali,Ethnicity,Sonrai,0.059
Lesotho,Ethnicity,Sotho,0.997
Yemen,Ethnicity,South asian,
United Arab Emirates (the),Ethnicity,"South asian (includes indian, bangladeshi, pakistani, other)",0.594
Oman,Ethnicity,"South asian (indian, pakistani, sri lankan, bangladeshi)",
"Côte d'Ivoire",Ethnicity,Southern mande,0.069
Cameroon,Ethnicity,Southwestern bantu,0.007
Andorra,Ethnicity,Spanish,0.248
Spain,Ethnicity,Spanish,0.848
Gibraltar,Ethnicity,Spanish,0.021
Luxembourg,Ethnicity,Spanish,0.013
Sri Lanka,Ethnicity,Sri lankan moors,0.092
Sri Lanka,Ethnicity,Sri lankan tamil,0.112
Falkland Islands (Malvinas),Ethnicity,St. helenian,0.075
Mauritania,Ethnicity,"Sub-saharan mauritanians (non-arabic speaking, largely resident in or originating from the senegal river valley, including halpulaar, fulani, soninke, wolof, and bambara ethnic groups)",0.3
Sudan (the),Ethnicity,Sudanese arab (approximately),0.7
Indonesia,Ethnicity,Sundanese,0.155
Sint Maarten (Dutch part),Ethnicity,Suriname,0.014
Aruba,Ethnicity,Surinamese,0.012
Curaçao,Ethnicity,Surinamese,0.012
Netherlands (the),Ethnicity,Surinamese,0.021
Guinea,Ethnicity,Susu,0.212
Finland,Ethnicity,Swedish,
Sweden,Ethnicity,Swedish,0.803
Switzerland,Ethnicity,Swiss,0.692
Liechtenstein,Ethnicity,Swiss,0.096
Monaco,Ethnicity,Swiss,0.02
Holy See (the) *,Ethnicity,Swiss,
Germany,Ethnicity,Syrian,0.01
Jordan,Ethnicity,Syrian,0.133
Sweden,Ethnicity,Syrian,0.019
Philippines (the),Ethnicity,Tagalog,0.244
New Caledonia,Ethnicity,Tahitian,0.021
"Lao People's Democratic Republic (the)",Ethnicity,Tai,0.031
Uzbekistan,Ethnicity,Tajik,0.048
Tajikistan,Ethnicity,Tajik (includes pamiri and yagnobi),0.843
Azerbaijan,Ethnicity,Talysh,0.013
Chad,Ethnicity,Tama/assongori/mararit,0.011
Nepal,Ethnicity,Tamang,0.058
Kazakhstan,Ethnicity,Tatar,0.011
Russian Federation (the),Ethnicity,Tatar,0.037
Uzbekistan,Ethnicity,Tatar,0.015
Viet Nam,Ethnicity,Tay,0.019
Congo (the),Ethnicity,Teke,0.169
Nepal,Ethnicity,Teli,0.014
Sierra Leone,Ethnicity,Temne,0.354
Thailand,Ethnicity,Thai,0.975
Viet Nam,Ethnicity,Thai,0.019
Nepal,Ethnicity,Thakuri,0.016
Nepal,Ethnicity,Tharu,0.066
Ethiopia,Ethnicity,Tigray,0.057
Eritrea,Ethnicity,Tigre,0.3
Eritrea,Ethnicity,Tigrinya,0.5
Nigeria,Ethnicity,Tiv,0.024
Gabon,Ethnicity,Togolese,0.016
Tokelau,Ethnicity,Tokelauan,0.645
Guinea,Ethnicity,Toma,0.016
Malawi,Ethnicity,Tonga,0.018
Zambia,Ethnicity,Tonga,0.136
New Zealand,Ethnicity,Tongan,0.018
Tonga,Ethnicity,Tongan,0.97
Sao Tome and Principe,Ethnicity,Tongas (children of servicais born on the islands),
Botswana,Ethnicity,Tswana (or setswana),0.79
Namibia,Ethnicity,Tswana .5%,0.05
Niger (the),Ethnicity,Tuareg,0.11
Burkina Faso,Ethnicity,Tuareg/bella,0.019
Mali,Ethnicity,Tuareg/bella,0.017
Niger (the),Ethnicity,Tubu,0.004
Malawi,Ethnicity,Tumbuka,0.092
Zambia,Ethnicity,Tumbuka,0.044
Sudan (the),Ethnicity,Tunjur,
Chad,Ethnicity,Tupuri/kera,0.02
Kosovo (UNSCR 1244),Ethnicity,Turk,0.011
Kenya,Ethnicity,Turkana,0.021
Austria,Ethnicity,Turkish,0.018
Belgium,Ethnicity,Turkish,0.02
Bulgaria,Ethnicity,Turkish,0.08
Switzerland,Ethnicity,Turkish,0.01
Germany,Ethnicity,Turkish,0.018
Denmark,Ethnicity,Turkish,0.011
North Macedonia,Ethnicity,Turkish,0.039
Netherlands (the),Ethnicity,Turkish,0.024
Turkey,Ethnicity,Turkish 70-75%,0.75
Iran (Islamic Republic of),Ethnicity,Turkmen,
Turkmenistan,Ethnicity,Turkmen,0.85
Burundi,Ethnicity,Tutsi,
Rwanda,Ethnicity,Tutsi,
Kiribati,Ethnicity,Tuvaluan,0.002
Tokelau,Ethnicity,Tuvaluan,0.075
Tuvalu,Ethnicity,Tuvaluan,0.97
Tuvalu,Ethnicity,Tuvaluan/i-kiribati,0.016
Tuvalu,Ethnicity,Tuvaluan/other,0.008
Burundi,Ethnicity,Twa (pygmy),
Rwanda,Ethnicity,Twa (pygmy),
Northern Mariana Islands,Ethnicity,Two or more ethnicities or races,0.127
United States of America (the),Ethnicity,Two or more races,0.102
Sudan (the),Ethnicity,Uduk,
Kazakhstan,Ethnicity,Uighur,0.015
Guernsey,Ethnicity,Uk and ireland,0.239
Belarus,Ethnicity,Ukrainian,0.017
Canada,Ethnicity,Ukrainian,0.039
Estonia,Ethnicity,Ukrainian,0.017
Kazakhstan,Ethnicity,Ukrainian,0.015
Latvia,Ethnicity,Ukrainian,0.022
Republic of Moldova (the),Ethnicity,Ukrainian,0.066
Poland,Ethnicity,Ukrainian,0.001
Romania,Ethnicity,Ukrainian,0.003
Russian Federation (the),Ethnicity,Ukrainian,0.014
Ukraine,Ethnicity,Ukrainian,0.778
Serbia,Ethnicity,Undeclared or unknown,0.034
Belize,Ethnicity,Unknown,0.003
Anguilla,Ethnicity,Unspecified,0.003
Antigua and Barbuda,Ethnicity,Unspecified,0.009
Bahamas (the),Ethnicity,Unspecified,0.007
Belarus,Ethnicity,Unspecified,0.009
Barbados,Ethnicity,Unspecified,0.003
Chile,Ethnicity,Unspecified,0.003
"Côte d'Ivoire",Ethnicity,Unspecified,0.009
Colombia,Ethnicity,Unspecified,0.014
Costa Rica,Ethnicity,Unspecified,0.022
Curaçao,Ethnicity,Unspecified,0.009
Cyprus,Ethnicity,Unspecified,0.002
Czechia,Ethnicity,Unspecified,0.316
Dominica,Ethnicity,Unspecified,0.006
Estonia,Ethnicity,Unspecified,0.016
Falkland Islands (Malvinas),Ethnicity,Unspecified,0.02
Guernsey,Ethnicity,Unspecified,0.114
Grenada,Ethnicity,Unspecified,0.009
Croatia,Ethnicity,Unspecified,0.008
Hungary,Ethnicity,Unspecified,0.141
Ireland,Ethnicity,Unspecified,0.026
Jamaica,Ethnicity,Unspecified,0.007
Saint Kitts and Nevis,Ethnicity,Unspecified,0.003
Saint Lucia,Ethnicity,Unspecified,0.001
Lithuania,Ethnicity,Unspecified,0.018
Latvia,Ethnicity,Unspecified,0.026
Montenegro,Ethnicity,Unspecified,0.049
New Caledonia,Ethnicity,Unspecified,0.025
Peru,Ethnicity,Unspecified,0.033
Romania,Ethnicity,Unspecified,0.061
Russian Federation (the),Ethnicity,Unspecified,0.039
Suriname,Ethnicity,Unspecified,0.006
Slovakia,Ethnicity,Unspecified,0.054
Sint Maarten (Dutch part),Ethnicity,Unspecified,0.017
Chad,Ethnicity,Unspecified,0.017
Tokelau,Ethnicity,Unspecified,0.008
Trinidad and Tobago,Ethnicity,Unspecified,0.062
British Virgin Islands,Ethnicity,Unspecified,0.008
Zambia,Ethnicity,Unspecified,0.004
Zimbabwe,Ethnicity,Unspecified,0.002
Thailand,Ethnicity,Unspecified &lt;.1%,0.01
Tonga,Ethnicity,Unspecified &lt;0.1%,0.001
Guinea-Bissau,Ethnicity,Unspecified smaller ethnic groups,0.06
Venezuela (Bolivarian Republic of),Ethnicity,Unspecified spanish,
Burkina Faso,Ethnicity,Unspecified/no answer,0.003
Bolivia (Plurinational State of),Ethnicity,Unspecified; of respondents indicated feeling part of some indigenous group,0.03
Aruba,Location,Urban,0.436969985961914
Afghanistan,Location,Urban,0.260259990692139
Angola,Location,Urban,0.668249969482422
Albania,Location,Urban,0.621119995117188
Andorra,Location,Urban,0.879160003662109
United Arab Emirates (the),Location,Urban,0.870479965209961
Argentina,Location,Urban,0.921110000610352
Armenia,Location,Urban,0.633129997253418
American Samoa,Location,Urban,0.871529998779297
Antigua and Barbuda,Location,Urban,0.244330005645752
Australia,Location,Urban,0.862409973144531
Austria,Location,Urban,0.587480010986328
Azerbaijan,Location,Urban,0.563969993591309
Burundi,Location,Urban,0.137080001831055
Belgium,Location,Urban,0.980790023803711
Benin,Location,Urban,0.484150009155273
Burkina Faso,Location,Urban,0.306070003509521
Bangladesh,Location,Urban,0.381769981384277
Bulgaria,Location,Urban,0.756859970092773
Bahrain,Location,Urban,0.895059967041016
Bahamas (the),Location,Urban,0.83245002746582
Bosnia and Herzegovina,Location,Urban,0.490200004577637
Belarus,Location,Urban,0.794830017089844
Belize,Location,Urban,0.460250015258789
Bermuda,Location,Urban,1
Bolivia (Plurinational State of),Location,Urban,0.701230010986328
Brazil,Location,Urban,0.87072998046875
Barbados,Location,Urban,0.311909999847412
Brunei Darussalam,Location,Urban,0.7825
Bhutan,Location,Urban,0.423160018920898
Botswana,Location,Urban,0.708769989013672
Central African Republic (the),Location,Urban,0.421980018615723
Canada,Location,Urban,0.815619964599609
Switzerland,Location,Urban,0.739150009155273
Chile,Location,Urban,0.877269973754883
China,Location,Urban,0.614280014038086
"CÃ´te d'Ivoire",Location,Urban,0.517060012817383
Cameroon,Location,Urban,0.57560001373291
Democratic Republic of the Congo (the),Location,Urban,0.456380004882812
Congo (the),Location,Urban,0.678290023803711
Colombia,Location,Urban,0.814250030517578
Comoros (the),Location,Urban,0.293799991607666
Cabo Verde,Location,Urban,0.666520004272461
Costa Rica,Location,Urban,0.807710037231445
Cuba,Location,Urban,0.771940002441406
CuraÃ§ao,Location,Urban,0.890619964599609
Cayman Islands,Location,Urban,1
Cyprus,Location,Urban,0.668209991455078
Czechia,Location,Urban,0.740609970092773
Germany,Location,Urban,0.774530029296875
Djibouti,Location,Urban,0.780619964599609
Dominica,Location,Urban,0.710899963378906
Denmark,Location,Urban,0.881159973144531
Dominican Republic (the),Location,Urban,0.825400009155273
Algeria,Location,Urban,0.737330017089844
Ecuador,Location,Urban,0.641660003662109
Egypt,Location,Urban,0.427830009460449
Eritrea,Location,Urban,0.357709999084473
Spain,Location,Urban,0.808099975585937
Estonia,Location,Urban,0.692289962768555
Ethiopia,Location,Urban,0.216949996948242
Finland,Location,Urban,0.855169982910156
Fiji,Location,Urban,0.572470016479492
France,Location,Urban,0.809749984741211
Faroe Islands,Location,Urban,0.423979988098145
Micronesia (Federated States of),Location,Urban,0.229330005645752
Gabon,Location,Urban,0.900920028686523
United Kingdom of Great Britain and Northern Ireland (the),Location,Urban,0.839029998779297
Georgia,Location,Urban,0.594529991149902
Ghana,Location,Urban,0.573489990234375
Gibraltar,Location,Urban,1
Guinea,Location,Urban,0.36875
Gambia (the),Location,Urban,0.625820007324219
Guinea-Bissau,Location,Urban,0.441959991455078
Equatorial Guinea,Location,Urban,0.730999984741211
Greece,Location,Urban,0.797149963378906
Grenada,Location,Urban,0.365369987487793
Greenland,Location,Urban,0.872819976806641
Guatemala,Location,Urban,0.518359985351562
Guam,Location,Urban,0.949380035400391
Guyana,Location,Urban,0.267859992980957
"China, Hong Kong Special Administrative Region",Location,Urban,1
Honduras,Location,Urban,0.58359001159668
Croatia,Location,Urban,0.575530014038086
Haiti,Location,Urban,0.570880012512207
Hungary,Location,Urban,0.719420013427734
Indonesia,Location,Urban,0.56640998840332
Isle of Man,Location,Urban,0.528979988098145
India,Location,Urban,0.349259986877441
Ireland,Location,Urban,0.636529998779297
Iran (Islamic Republic of),Location,Urban,0.758740005493164
Iraq,Location,Urban,0.708929977416992
Iceland,Location,Urban,0.938980026245117
Israel,Location,Urban,0.925869979858398
Italy,Location,Urban,0.710390014648438
Jamaica,Location,Urban,0.563110008239746
Jordan,Location,Urban,0.914179992675781
Japan,Location,Urban,0.917819976806641
Kazakhstan,Location,Urban,0.576710014343262
Kenya,Location,Urban,0.279950008392334
Kyrgyzstan,Location,Urban,0.368559989929199
Cambodia,Location,Urban,0.242320003509521
Kiribati,Location,Urban,0.555940017700195
Saint Kitts and Nevis,Location,Urban,0.308430004119873
Republic of Korea (the),Location,Urban,0.814140014648438
Kuwait,Location,Urban,1
"Lao People's Democratic Republic (the)",Location,Urban,0.362900009155273
Lebanon,Location,Urban,0.889250030517578
Liberia,Location,Urban,0.520890007019043
Libya,Location,Urban,0.806910018920898
Saint Lucia,Location,Urban,0.188409996032715
Liechtenstein,Location,Urban,0.144160003662109
Sri Lanka,Location,Urban,0.187129993438721
Lesotho,Location,Urban,0.290279998779297
Lithuania,Location,Urban,0.680459976196289
Luxembourg,Location,Urban,0.914530029296875
Latvia,Location,Urban,0.683150024414062
"China, Macao Special Administrative Region",Location,Urban,1
Morocco,Location,Urban,0.635320014953613
Monaco,Location,Urban,1
Republic of Moldova (the),Location,Urban,0.428489990234375
Madagascar,Location,Urban,0.385340003967285
Maldives,Location,Urban,0.406689987182617
Mexico,Location,Urban,0.807310028076172
Marshall Islands (the),Location,Urban,0.777939987182617
North Macedonia,Location,Urban,0.584819984436035
Mali,Location,Urban,0.439090003967285
Malta,Location,Urban,0.947440032958984
Myanmar,Location,Urban,0.311410007476807
Montenegro,Location,Urban,0.674879989624023
Mongolia,Location,Urban,0.686569976806641
Northern Mariana Islands,Location,Urban,0.917979965209961
Mozambique,Location,Urban,0.370740013122559
Mauritania,Location,Urban,0.553269996643066
Mauritius,Location,Urban,0.407599983215332
Malawi,Location,Urban,0.174270000457764
Malaysia,Location,Urban,0.771600036621094
Namibia,Location,Urban,0.520330009460449
New Caledonia,Location,Urban,0.715179977416992
Niger (the),Location,Urban,0.166259994506836
Nigeria,Location,Urban,0.519580001831055
Nicaragua,Location,Urban,0.590120010375977
Netherlands (the),Location,Urban,0.922360000610352
Norway,Location,Urban,0.829739990234375
Nepal,Location,Urban,0.20576000213623
Nauru,Location,Urban,1
New Zealand,Location,Urban,0.866989974975586
Oman,Location,Urban,0.862760009765625
Pakistan,Location,Urban,0.371650009155273
Panama,Location,Urban,0.684140014648438
Peru,Location,Urban,0.782969970703125
Philippines (the),Location,Urban,0.474080009460449
Palau,Location,Urban,0.809879989624023
Papua New Guinea,Location,Urban,0.133450002670288
Poland,Location,Urban,0.600429992675781
Puerto Rico,Location,Urban,0.935810012817383
"Democratic People's Republic of Korea (the)",Location,Urban,0.623810005187988
Portugal,Location,Urban,0.663099975585937
Paraguay,Location,Urban,0.621829986572266
State of Palestine (the) *,Location,Urban,0.767190017700195
French Polynesia,Location,Urban,0.619749984741211
Qatar,Location,Urban,0.992350006103516
Romania,Location,Urban,0.541940002441406
Russian Federation (the),Location,Urban,0.747539978027344
Rwanda,Location,Urban,0.17431999206543
Saudi Arabia,Location,Urban,0.842870025634766
Sudan (the),Location,Urban,0.352529983520508
Senegal,Location,Urban,0.481220016479492
Singapore,Location,Urban,1
Solomon Islands,Location,Urban,0.246700000762939
Sierra Leone,Location,Urban,0.429230003356934
El Salvador,Location,Urban,0.734440002441406
San Marino,Location,Urban,0.974990005493164
Somalia,Location,Urban,0.46140998840332
Serbia,Location,Urban,0.564459991455078
South Sudan,Location,Urban,0.201989994049072
Sao Tome and Principe,Location,Urban,0.743539962768555
Suriname,Location,Urban,0.661490020751953
Slovakia,Location,Urban,0.537599983215332
Slovenia,Location,Urban,0.551180000305176
Sweden,Location,Urban,0.879769973754883
Eswatini,Location,Urban,0.241709995269775
Sint Maarten (Dutch part),Location,Urban,1
Seychelles,Location,Urban,0.575460014343262
Syrian Arab Republic (the),Location,Urban,0.554749984741211
Turks and Caicos Islands,Location,Urban,0.936050033569336
Chad,Location,Urban,0.235200004577637
Togo,Location,Urban,0.427999992370605
Thailand,Location,Urban,0.514300003051758
Tajikistan,Location,Urban,0.275060005187988
Turkmenistan,Location,Urban,0.52515998840332
Timor-Leste,Location,Urban,0.313199996948242
Tonga,Location,Urban,0.230990009307861
Trinidad and Tobago,Location,Urban,0.532140007019043
Tunisia,Location,Urban,0.69568000793457
Turkey,Location,Urban,0.761050033569336
Tuvalu,Location,Urban,0.640139999389648
United Republic of Tanzania (the),Location,Urban,0.352270011901855
Uganda,Location,Urban,0.249540004730225
Ukraine,Location,Urban,0.696080017089844
Uruguay,Location,Urban,0.955149993896484
United States of America (the),Location,Urban,0.826640014648438
Uzbekistan,Location,Urban,0.504160003662109
Saint Vincent and the Grenadines,Location,Urban,0.530320014953613
Venezuela (Bolivarian Republic of),Location,Urban,0.882789993286133
British Virgin Islands,Location,Urban,0.485149993896484
United States Virgin Islands,Location,Urban,0.959390029907227
Viet Nam,Location,Urban,0.373400001525879
Vanuatu,Location,Urban,0.255249996185303
Samoa,Location,Urban,0.178889999389648
Yemen,Location,Urban,0.379080009460449
South Africa,Location,Urban,0.673539962768555
Zambia,Location,Urban,0.446290016174316
Zimbabwe,Location,Urban,0.32242000579834
Sint Maarten (Dutch part),Ethnicity,Us,0.016
Zambia,Ethnicity,Ushi,0.019
Kazakhstan,Ethnicity,Uzbek,0.032
Kyrgyzstan,Ethnicity,Uzbek,0.148
Tajikistan,Ethnicity,Uzbek,0.138
Turkmenistan,Ethnicity,Uzbek,0.05
Uzbekistan,Ethnicity,Uzbek,0.838
Liberia,Ethnicity,Vai,0.04
Aruba,Ethnicity,Venezuelan,0.032
Curaçao,Ethnicity,Venezuelan,0.011
New Caledonia,Ethnicity,Vietnamese,0.009
"Côte d'Ivoire",Ethnicity,Voltaique or gur,0.161
Chad,Ethnicity,Wadai/maba/masalit/mimi,0.07
New Caledonia,Ethnicity,Wallisian,
Philippines (the),Ethnicity,Waray,0.04
Ethiopia,Ethnicity,Welaita,0.023
Anguilla,Ethnicity,White,0.032
Antigua and Barbuda,Ethnicity,White,0.016
Bahamas (the),Ethnicity,White,0.047
Belize,Ethnicity,White,0.012
Bermuda,Ethnicity,White,0.31
Bolivia (Plurinational State of),Ethnicity,White,0.05
Brazil,Ethnicity,White,0.477
Barbados,Ethnicity,White,0.027
Cuba,Ethnicity,White,0.641
Cayman Islands,Ethnicity,White,0.2
Dominican Republic (the),Ethnicity,White,0.135
Ecuador,Ethnicity,White,0.061
United Kingdom of Great Britain and Northern Ireland (the),Ethnicity,White,0.872
Guam,Ethnicity,White,0.071
Honduras,Ethnicity,White,0.01
Isle of Man,Ethnicity,White,0.947
Saint Kitts and Nevis,Ethnicity,White,0.021
Saint Martin (French Part),Ethnicity,White,
Nicaragua,Ethnicity,White,0.17
Panama,Ethnicity,White,0.067
Peru,Ethnicity,White,0.059
Puerto Rico,Ethnicity,White,0.758
Saint Helena,Ethnicity,White,0.25
El Salvador,Ethnicity,White,0.127
Turks and Caicos Islands,Ethnicity,White,0.079
Uruguay,Ethnicity,White,0.877
United States of America (the),Ethnicity,White,0.616
British Virgin Islands,Ethnicity,White,0.054
United States Virgin Islands,Ethnicity,White,0.156
South Africa,Ethnicity,White,0.078
Chile,Ethnicity,White and non-indigenous,0.889
Mauritania,Ethnicity,"White moors (of arab-berber descent, known as beydane)",0.3
Costa Rica,Ethnicity,White or mestizo,0.836
Gambia (the),Ethnicity,Wolof,0.129
Senegal,Ethnicity,Wolof,0.397
Guatemala,Ethnicity,"Xinca (indigenous, non-maya)",0.018
Nepal,Ethnicity,Yadav,0.04
Malawi,Ethnicity,Yao,0.132
Micronesia (Federated States of),Ethnicity,Yap outer islanders,0.051
Micronesia (Federated States of),Ethnicity,Yapese,0.057
Armenia,Ethnicity,Yezidi (kurd),0.012
Benin,Ethnicity,Yoa-lokpa and related,0.043
Nigeria,Ethnicity,Yoruba,0.155
Benin,Ethnicity,Yoruba and related,0.12
Chad,Ethnicity,Zaghawa/bideyat/kobe,0.011
Mongolia,Ethnicity,Zakhchin,0.012
Central African Republic (the),Ethnicity,Zande-nzakara,0.03
Niger (the),Ethnicity,Zarma/songhai,0.212
