SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",LTU,Lithuania,2015,2015,58.00759,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",LTU,Lithuania,2016,2016,58.82567,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",COL,Colombia,2016,2016,37.81436,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",COL,Colombia,2017,2017,39.194,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",COL,Colombia,2018,2018,36.12049,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",CYP,Cyprus,2015,2015,37.96143,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",CYP,Cyprus,2016,2016,50.74279,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",QAT,Qatar,2015,2015,56.0357,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",QAT,Qatar,2016,2016,56.55281,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",QAT,Qatar,2017,2017,57.14231,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",QAT,Qatar,2018,2018,57.73196,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",QAT,Qatar,2019,2019,58.21411,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",SAU,Saudi Arabia,2017,2017,72.52448,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",SAU,Saudi Arabia,2018,2018,72.1217,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",QAT,Qatar,2015,2015,5.58146,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",QAT,Qatar,2016,2016,5.51035,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",QAT,Qatar,2017,2017,5.4286,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",QAT,Qatar,2018,2018,5.34676,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",QAT,Qatar,2019,2019,5.05603,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",SWE,Sweden,2014,2014,31.4129,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",SWE,Sweden,2015,2015,15.6205,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",SWE,Sweden,2017,2017,17.78362,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",ITA,Italy,2014,2014,31.252,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",ITA,Italy,2015,2015,25.888,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",ITA,Italy,2016,2016,26.3276,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",POL,Poland,2014,2014,3.3411,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",POL,Poland,2015,2015,0.9086,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",POL,Poland,2016,2016,1.0397,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",POL,Poland,2017,2017,1.60198,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",POL,Poland,2018,2018,1.4875,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",DNK,Denmark,2015,2015,68.00612,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",DNK,Denmark,2016,2016,67.31968,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",DNK,Denmark,2017,2017,56.7158,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",KHM,Cambodia,2017,2017,0.14836,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",COL,Colombia,2016,2016,32.74939,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",COL,Colombia,2017,2017,29.71758,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",COL,Colombia,2018,2018,27.1524,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",CZE,Czechia,2015,2015,26.15415,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",BIH,Bosnia and Herzegovina,2017,2017,9.29936,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",BIH,Bosnia and Herzegovina,2019,2019,6.28157,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",ITA,Italy,2014,2014,55.6073,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",ITA,Italy,2015,2015,42.9026,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",ITA,Italy,2016,2016,42.0396,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",MAR,Morocco,2014,2014,14.2586,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",MAR,Morocco,2015,2015,19.4691,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",MAR,Morocco,2016,2016,28.99858,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",MAR,Morocco,2017,2017,30.32466,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",MAR,Morocco,2018,2018,29.9268,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",POL,Poland,2015,2015,26.8396,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",POL,Poland,2016,2016,32.58786,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",POL,Poland,2018,2018,33.94278,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",BGR,Bulgaria,2014,2014,3.36379,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",BGR,Bulgaria,2016,2016,0.52646,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",BGR,Bulgaria,2017,2017,0.61099,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",MYS,Malaysia,2017,2017,39.68743,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",MYS,Malaysia,2018,2018,40.84878,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",BRN,Brunei Darussalam,2016,2016,25,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",BRN,Brunei Darussalam,2018,2018,42.44846,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",DEU,Germany,2014,2014,16.8149,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",DEU,Germany,2015,2015,9.375,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",DEU,Germany,2016,2016,7.62261,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",DEU,Germany,2019,2019,8.35228,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",SGP,Singapore,2014,2014,28.59287,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",SGP,Singapore,2017,2017,46.75547,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",MEX,Mexico,2016,2016,27.6598,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",MEX,Mexico,2017,2017,27.37989,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",MEX,Mexico,2018,2018,28.50152,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",HUN,Hungary,2014,2014,31.9687,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",HUN,Hungary,2015,2015,36.38541,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",HUN,Hungary,2016,2016,35.3337,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",NLD,Netherlands,2014,2014,3.6161,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",NLD,Netherlands,2015,2015,2.886,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",NLD,Netherlands,2016,2016,4.1113,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",NOR,Norway,2014,2014,75.24942,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",NOR,Norway,2015,2015,62.0567,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",NOR,Norway,2016,2016,59.35052,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",NOR,Norway,2017,2017,61.0922,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",BWA,Botswana,2014,2014,4.76648,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",LVA,Latvia,2014,2014,6.58019,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",LVA,Latvia,2015,2015,2.37811,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",LVA,Latvia,2016,2016,3.69541,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",LVA,Latvia,2017,2017,3.36932,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",LVA,Latvia,2019,2019,4.00401,,
