Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Pillar,Sub-Pillar,UN Member States
Mongolia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,46.0,3.2954000000000003,True,Foundations,Digital Payments,x
Mozambique,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,13.0,1.6487,True,Foundations,Digital Payments,x
Mauritania,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Mauritius,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,24.0,2.1976,True,Foundations,Digital Payments,x
Malawi,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
Malaysia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,36.0,2.7964,True,Foundations,Digital Payments,x
Namibia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,41.0,3.0459,True,Foundations,Digital Payments,x
Nigeria,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Nicaragua,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Netherlands (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,83.0,5.1417,True,Foundations,Digital Payments,x
Norway,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,89.0,5.4411000000000005,True,Foundations,Digital Payments,x
Nepal,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
New Zealand,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,79.0,4.9421,True,Foundations,Digital Payments,x
Pakistan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,1.0,1.0499,True,Foundations,Digital Payments,x
Panama,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Peru,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,8.0,1.3992,True,Foundations,Digital Payments,x
Philippines (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Poland,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,57.0,3.8443,True,Foundations,Digital Payments,x
Portugal,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,32.0,2.5968,True,Foundations,Digital Payments,x
Paraguay,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5.0,1.2495,True,Foundations,Digital Payments,x
Romania,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,12.0,1.5988,True,Foundations,Digital Payments,x
Russian Federation (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,45.0,3.2455000000000003,True,Foundations,Digital Payments,x
Rwanda,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,8.0,1.3992,True,Foundations,Digital Payments,x
Saudi Arabia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,27.0,2.3473,True,Foundations,Digital Payments,x
Senegal,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Singapore,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,59.0,3.9441,True,Foundations,Digital Payments,x
Sierra Leone,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,2.0,1.0998,True,Foundations,Digital Payments,x
El Salvador,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Serbia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,19.0,1.9481,True,Foundations,Digital Payments,x
Slovakia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,49.0,3.4451,True,Foundations,Digital Payments,x
Slovenia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,48.0,3.3952,True,Foundations,Digital Payments,x
Sweden,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,85.0,5.2415,True,Foundations,Digital Payments,x
Togo,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Thailand,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,19.0,1.9481,True,Foundations,Digital Payments,x
Tajikistan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Turkmenistan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Trinidad and Tobago,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,16.0,1.7984,True,Foundations,Digital Payments,x
Tunisia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,9.0,1.4491,True,Foundations,Digital Payments,x
Turkey,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,27.0,2.3473,True,Foundations,Digital Payments,x
United Republic of Tanzania (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,8.0,1.3992,True,Foundations,Digital Payments,x
Uganda,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,13.0,1.6487,True,Foundations,Digital Payments,x
Ukraine,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,25.0,2.2475,True,Foundations,Digital Payments,x
Uruguay,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,19.0,1.9481,True,Foundations,Digital Payments,x
United States of America (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,71.0,4.5429,True,Foundations,Digital Payments,x
Uzbekistan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Venezuela (Bolivarian Republic of),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,38.0,2.8962000000000003,True,Foundations,Digital Payments,x
Viet Nam,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,15.0,1.7485,True,Foundations,Digital Payments,x
Kosovo (UNSCR 1244),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,y
South Africa,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,25.0,2.2475,True,Foundations,Digital Payments,x
Zambia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,15.0,1.7485,True,Foundations,Digital Payments,x
Zimbabwe,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,15.0,1.7485,True,Foundations,Digital Payments,x
Switzerland,2020,% of digital skills certifications / training courses completed,0.8999999999999999,5.491,True,Government,Capabilities,x
Luxembourg,2020,% of digital skills certifications / training courses completed,0.735,4.66765,True,Government,Capabilities,x
Austria,2020,% of digital skills certifications / training courses completed,0.915,5.56585,True,Government,Capabilities,x
Japan,2020,% of digital skills certifications / training courses completed,0.94,5.6906,True,Government,Capabilities,x
Germany,2020,% of digital skills certifications / training courses completed,0.915,5.56585,True,Government,Capabilities,x
Belgium,2020,% of digital skills certifications / training courses completed,0.92,5.5908,True,Government,Capabilities,x
Sweden,2020,% of digital skills certifications / training courses completed,0.8899999999999999,5.4411,True,Government,Capabilities,x
Denmark,2020,% of digital skills certifications / training courses completed,0.93,5.6407,True,Government,Capabilities,x
Russian Federation (the),2020,% of digital skills certifications / training courses completed,0.945,5.71555,True,Government,Capabilities,x
Singapore,2020,% of digital skills certifications / training courses completed,0.91,5.5409,True,Government,Capabilities,x
Norway,2020,% of digital skills certifications / training courses completed,0.755,4.76745,True,Government,Capabilities,x
Belarus,2020,% of digital skills certifications / training courses completed,0.95,5.7405,True,Government,Capabilities,x
Czechia,2020,% of digital skills certifications / training courses completed,0.935,5.66565,True,Government,Capabilities,x
Finland,2020,% of digital skills certifications / training courses completed,0.95,5.7405,True,Government,Capabilities,x
Bulgaria,2020,% of digital skills certifications / training courses completed,0.85,5.2415,True,Government,Capabilities,x
Italy,2020,% of digital skills certifications / training courses completed,0.815,5.06685,True,Government,Capabilities,x
Netherlands (the),2020,% of digital skills certifications / training courses completed,0.8600000000000001,5.2914,True,Government,Capabilities,x
Hungary,2020,% of digital skills certifications / training courses completed,0.8999999999999999,5.491,True,Government,Capabilities,x
Cameroon,2020,% of digital skills certifications / training courses completed,0.6950000000000001,4.46805,True,Government,Capabilities,x
Viet Nam,2020,% of digital skills certifications / training courses completed,0.745,4.71755,True,Government,Capabilities,x
Croatia,2020,% of digital skills certifications / training courses completed,0.8049999999999999,5.01695,True,Government,Capabilities,x
Greece,2020,% of digital skills certifications / training courses completed,0.72,4.5928,True,Government,Capabilities,x
Latvia,2020,% of digital skills certifications / training courses completed,0.745,4.71755,True,Government,Capabilities,x
Barbados,2020,% of digital skills certifications / training courses completed,0.615,4.06885,True,Government,Capabilities,x
Ukraine,2020,% of digital skills certifications / training courses completed,0.875,5.36625,True,Government,Capabilities,x
France,2020,% of digital skills certifications / training courses completed,0.745,4.71755,True,Government,Capabilities,x
United States of America (the),2020,% of digital skills certifications / training courses completed,0.71,4.5429,True,Government,Capabilities,x
Poland,2020,% of digital skills certifications / training courses completed,0.7,4.493,True,Government,Capabilities,x
Portugal,2020,% of digital skills certifications / training courses completed,0.675,4.36825,True,Government,Capabilities,x
Spain,2020,% of digital skills certifications / training courses completed,0.73,4.6427,True,Government,Capabilities,x
Serbia,2020,% of digital skills certifications / training courses completed,0.72,4.5928,True,Government,Capabilities,x
Ireland,2020,% of digital skills certifications / training courses completed,0.72,4.5928,True,Government,Capabilities,x
United Arab Emirates (the),2020,% of digital skills certifications / training courses completed,0.335,2.67165,True,Government,Capabilities,x
Estonia,2020,% of digital skills certifications / training courses completed,0.61,4.043900000000001,True,Government,Capabilities,x
Uganda,2020,% of digital skills certifications / training courses completed,0.43,3.1457,True,Government,Capabilities,x
Israel,2020,% of digital skills certifications / training courses completed,0.77,4.8423,True,Government,Capabilities,x
China,2020,% of digital skills certifications / training courses completed,0.51,3.5449,True,Government,Capabilities,x
Sri Lanka,2020,% of digital skills certifications / training courses completed,0.6699999999999999,4.343299999999999,True,Government,Capabilities,x
New Zealand,2020,% of digital skills certifications / training courses completed,0.7350000000000001,4.66765,True,Government,Capabilities,x
South Africa,2020,% of digital skills certifications / training courses completed,0.5449999999999999,3.71955,True,Government,Capabilities,x
Tunisia,2020,% of digital skills certifications / training courses completed,0.625,4.11875,True,Government,Capabilities,x
Australia,2020,% of digital skills certifications / training courses completed,0.675,4.36825,True,Government,Capabilities,x
Indonesia,2020,% of digital skills certifications / training courses completed,0.62,4.0938,True,Government,Capabilities,x
