Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
Suriname,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,71.79,2024,,3.77,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Slovakia,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,80.53,2024,,4.37,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Slovenia,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,81.03,2024,,4.39,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Sweden,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,90.16,2024,,5.0,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Eswatini,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,47.31,2024,,2.13,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Seychelles,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,74.23,2024,,3.94,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,23.75,2024,,0.56,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Chad,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,61.06,2024,,3.05,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Togo,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,51.2,2024,,2.39,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Thailand,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,50.58,2024,,2.35,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Tajikistan,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,38.34,2024,,1.53,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Turkmenistan,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,30.93,2024,,1.03,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Timor-Leste,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,73.08,2024,,3.86,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Tonga,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,61.35,2024,,3.07,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Trinidad and Tobago,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,71.26,2024,,3.74,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Tunisia,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,50.19,2024,,2.32,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Turkey,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,37.38,2024,,1.46,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
United Republic of Tanzania (the),"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,50.69,2024,,2.36,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Uganda,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,55.08,2024,,2.65,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Ukraine,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,75.89,2024,,4.05,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Uruguay,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,76.65,2024,,4.1,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
United States of America (the),"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,74.49,2024,,3.95,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Uzbekistan,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,43.59,2024,,1.88,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Venezuela (Bolivarian Republic of),"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,37.33,2024,,1.46,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Viet Nam,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,28.37,2024,,0.86,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Samoa,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,69.11,2024,,3.59,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Kosovo (UNSCR 1244),"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,73.92,2024,,3.92,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Yemen,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,40.43,2024,,1.67,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
South Africa,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,80.29,2024,,4.34,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Zambia,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,57.93,2024,,2.84,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Zimbabwe,"Freedom of Expression, Assembly and Association",Is there an effective legal framework protecting the freedom of the media and press?,YES,1,52.76,2024,,2.5,RSF World Press Freedom Index,https://rsf.org/sites/default/files/import_classement/2024.csv,,
Afghanistan,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,-2.428,2024,,0.99,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Angola,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,-0.219,2024,,2.83,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Albania,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,1.679,2024,,4.41,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
United Arab Emirates (the),"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,-3.339,2024,,0.23,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Argentina,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,1.826,2024,,4.53,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Armenia,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,1.04,2024,,3.87,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Australia,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,0.975,2024,,3.82,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Austria,"Freedom of Expression, Assembly and Association",What type of content is covered in the legal framework to regulate the Internet?,YES,1,1.908,2024,,4.6,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
